product_id,brand_name,type_id,model,,os,best_price,screen_size,memory_size,battery_size,release_date,
302,ALCATEL,1,1 1/8GB Bluish Black (5033D-2JALUAA),screen_size : 5 ;  memory_size : 8 ; battery_size : 2000 ; os  :  Android,Android,1690,5,8,2000,Oct-20,
621,2E,1,E180 2019 Red (680576170057),screen_size : 1.77 ;  memory_size : 0.032 ; battery_size : 800 ; os  :  ,,301,1.77,0.032,800,Dec-19,
622,2E,1,E240 Black,screen_size : 2.4 ;  memory_size : 0.032 ; battery_size : 1800 ; os  :  ,,413,2.4,0.032,1800,Feb-18,
623,2E,1,E240 Power DualSim Black (680576170088),screen_size : 2.4 ;  memory_size : 0.032 ; battery_size : 3000 ; os  :  ,,546,2.4,0.032,3000,Dec-20,
624,2E,1,E240 Power DualSim Black (680576170088),screen_size : 2.4 ;  memory_size : 0.032 ; battery_size : 3000 ; os  :  ,,546,2.4,0.032,3000,Dec-20,
625,2E,1,E280 Dual Sim Black,screen_size : 2.8 ;  memory_size : 0.032 ; battery_size : 1450 ; os  :  ,,499,2.8,0.032,1450,Nov-17,
626,2E,1,E450A 2018 DualSim Black,screen_size : 4.5 ;  memory_size : 8 ; battery_size : 1500 ; os  :  Android,Android,1250,4.5,8,1500,Aug-18,
627,2E,1,E450R DualSim Gray,screen_size : 4.5 ;  memory_size : 8 ; battery_size : 2600 ; os  :  Android,Android,1850,4.5,8,2600,Dec-17,
628,2E,1,E500A 2019 DualSim Black,screen_size : 5 ;  memory_size : 8 ; battery_size : 2500 ; os  :  Android,Android,1362,5,8,2500,May-19,
629,Motorola,1,E6 Plus 4/64GB Polish Grey,screen_size : 6.1 ;  memory_size : 64 ; battery_size : 3000 ; os  :  Android,Android,3490,6.1,64,3000,Jul-20,
630,Motorola,1,E6 Plus XT2025-2 4/64GB Blue,screen_size : 6.1 ;  memory_size : 64 ; battery_size : 3000 ; os  :  Android,Android,3444,6.1,64,3000,Jan-20,
631,Motorola,1,E6S 4/64 GB Meteor Grey (PAJE0031RS),screen_size : 6.1 ;  memory_size : 64 ; battery_size : 3000 ; os  :  Android,Android,2992,6.1,64,3000,Sep-20,
632,Motorola,1,E7 Plus 4/64GB Misty Blue (PAKX0008RS),screen_size : 6.5 ;  memory_size : 64 ; battery_size : 5000 ; os  :  Android,Android,4217,6.5,64,5000,Sep-20,
633,Motorola,1,Edge 5G 6/128GB Dual Black (XT2063-3),screen_size : 6.7 ;  memory_size : 128 ; battery_size : 4500 ; os  :  Android,Android,15017,6.7,128,4500,Jul-20,
634,ERGO,1,F186 Solace DS Black,screen_size : 1.77 ;  memory_size : 0.032 ; battery_size : 1000 ; os  :  ,,391,1.77,0.032,1000,Jul-19,
635,ERGO,1,F186 Solace DS Silver,screen_size : 1.77 ;  memory_size : 0.032 ; battery_size : 1000 ; os  :  ,,373,1.77,0.032,1000,Jul-19,
636,ERGO,1,F188 Play DS Black,screen_size : 1.77 ;  memory_size :  ; battery_size : 1000 ; os  :  ,,272,1.77,,1000,Feb-20,
637,ERGO,1,F188 Play DS Black,screen_size : 1.77 ;  memory_size :  ; battery_size : 1000 ; os  :  ,,272,1.77,,1000,Feb-20,
638,ERGO,1,F243 Swift Dual Sim Black,screen_size : 2.4 ;  memory_size : 0.032 ; battery_size : 1800 ; os  :  ,,374,2.4,0.032,1800,Oct-17,
639,ERGO,1,F243 Swift Dual Sim Blue,screen_size : 2.4 ;  memory_size : 0.032 ; battery_size : 1800 ; os  :  ,,379,2.4,0.032,1800,Dec-18,
640,ERGO,1,F243 Swift Dual Sim Blue,screen_size : 2.4 ;  memory_size : 0.032 ; battery_size : 1800 ; os  :  ,,379,2.4,0.032,1800,Dec-18,
641,ERGO,1,F243 Swift Dual Sim Blue,screen_size : 2.4 ;  memory_size : 0.032 ; battery_size : 1800 ; os  :  ,,379,2.4,0.032,1800,Dec-18,
642,ERGO,1,F245 Strength Dual Sim Yellow/Black,screen_size : 2.4 ;  memory_size : 0.032 ; battery_size : 1400 ; os  :  ,,699,2.4,0.032,1400,Mar-20,
643,ERGO,1,F248 Defender Dual SIM Black,screen_size : 2.4 ;  memory_size :  ; battery_size : 2000 ; os  :  ,,649,2.4,,2000,Oct-19,
644,ERGO,1,F282 Travel Dual Sim Black,screen_size : 2.8 ;  memory_size : 0.032 ; battery_size : 3100 ; os  :  ,,583,2.8,0.032,3100,Apr-18,
645,ERGO,1,F282 Travel Dual Sim Black,screen_size : 2.8 ;  memory_size : 0.032 ; battery_size : 3100 ; os  :  ,,583,2.8,0.032,3100,Apr-18,
646,ERGO,1,F284 Balance Dual Sim Black,screen_size : 2.8 ;  memory_size :  ; battery_size : 800 ; os  :  ,,477,2.8,,800,Feb-20,
647,ERGO,1,F285 Wide DS Black,screen_size : 2 ;  memory_size :  ; battery_size : 1800 ; os  :  ,,523,2,,1800,Nov-19,
648,ERGO,1,F285 Wide DS Black,screen_size : 2 ;  memory_size :  ; battery_size : 1800 ; os  :  ,,523,2,,1800,Nov-19,
649,2E,1,F534L 2018 DualSim Black,screen_size : 5.3 ;  memory_size : 16 ; battery_size : 3020 ; os  :  Android,Android,1610,5.3,16,3020,Nov-18,
650,2E,1,F534L 2018 DualSim Gold,screen_size : 5.3 ;  memory_size : 16 ; battery_size : 3020 ; os  :  Android,Android,1599,5.3,16,3020,Nov-18,
651,2E,1,F572L 2018 DualSim Red,screen_size : 5.7 ;  memory_size : 16 ; battery_size : 3020 ; os  :  Android,Android,2167,5.7,16,3020,Oct-18,
652,2E,1,F572L 2018 DualSim Silver,screen_size : 5.7 ;  memory_size : 16 ; battery_size : 3020 ; os  :  Android,Android,1939,5.7,16,3020,Oct-18,
653,Fly,1,FF243 (Black),screen_size : 2.4 ;  memory_size : 0.032 ; battery_size : 1700 ; os  :  ,,474,2.4,0.032,1700,Aug-16,
654,Fly,1,FF249 Dual Sim Black,screen_size : 2.4 ;  memory_size : 0.032 ; battery_size : 4000 ; os  :  ,,557,2.4,0.032,4000,Dec-18,
655,Fly,1,FF250 Black,screen_size : 2.4 ;  memory_size :  ; battery_size : 800 ; os  :  ,,314,2.4,,800,Jan-20,
656,Fly,1,FF281 Dual Sim (Black),screen_size : 2.8 ;  memory_size : 0.032 ; battery_size : 1400 ; os  :  ,,547,2.8,0.032,1400,Jul-16,
657,Fly,1,FF281 Silver,screen_size : 2.8 ;  memory_size : 0.032 ; battery_size : 1400 ; os  :  ,,545,2.8,0.032,1400,Nov-20,
658,OPPO,1,Find X2 12/256GB Ocean Black,screen_size : 6.7 ;  memory_size : 256 ; battery_size : 4200 ; os  :  Android,Android,29999,6.7,256,4200,Apr-20,
659,OPPO,1,Find X2 Pro 12/512GB Orange,screen_size : 6.7 ;  memory_size : 512 ; battery_size : 4260 ; os  :  Android,Android,32530,6.7,512,4260,Jan-21,
660,LG,1,G6 32GB Black (H870S.ACISBK),screen_size : 5.7 ;  memory_size : 32 ; battery_size : 3300 ; os  :  Android,Android,3742,5.7,32,3300,Mar-17,
661,LG,1,G6 64GB Black (LGH870DS.ACISBK),screen_size : 5.7 ;  memory_size : 64 ; battery_size : 3300 ; os  :  Android,Android,3850,5.7,64,3300,Mar-17,
662,LG,1,G6 64GB Platinum (LGH870DS.ACISPL),screen_size : 5.7 ;  memory_size : 64 ; battery_size : 3300 ; os  :  Android,Android,3799,5.7,64,3300,Mar-17,
663,LG,1,G6 G600L 4/64GB Black,screen_size : 5.7 ;  memory_size : 64 ; battery_size : 3300 ; os  :  Android,Android,4099,5.7,64,3300,Mar-19,
664,LG,1,G6 G600L 4/64GB Black,screen_size : 5.7 ;  memory_size : 64 ; battery_size : 3300 ; os  :  Android,Android,4099,5.7,64,3300,Mar-19,
665,LG,1,G6 G600L 4/64GB Platinum,screen_size : 5.7 ;  memory_size : 64 ; battery_size : 3300 ; os  :  Android,Android,4099,5.7,64,3300,Mar-19,
666,LG,1,G6 Plus 128GB Gold,screen_size : 5.7 ;  memory_size : 128 ; battery_size : 3300 ; os  :  Android,Android,8009,5.7,128,3300,Aug-17,
667,LG,1,G6 Plus 128GB Gold,screen_size : 5.7 ;  memory_size : 128 ; battery_size : 3300 ; os  :  Android,Android,8009,5.7,128,3300,Aug-17,
668,Motorola,1,G7 4/64GB Ceramic Black (XT1962-6),screen_size : 6.2 ;  memory_size : 64 ; battery_size : 3000 ; os  :  Android,Android,4849,6.2,64,3000,Jul-20,
669,LG,1,G7 ThinQ 4/64GB Aurora Black (LMG710EMW.ACISBK),screen_size : 6.1 ;  memory_size : 64 ; battery_size : 3000 ; os  :  Android,Android,5571,6.1,64,3000,May-18,
670,LG,1,G7 ThinQ 4/64GB Moroccan Blue (LMG710EMW.ACISBL),screen_size : 6.1 ;  memory_size : 64 ; battery_size : 3000 ; os  :  Android,Android,5421,6.1,64,3000,May-18,
671,LG,1,G7 ThinQ 4/64GB Platinum Gray,screen_size : 6.1 ;  memory_size : 64 ; battery_size : 3000 ; os  :  Android,Android,5713,6.1,64,3000,May-18,
672,LG,1,G7 ThinQ 4/64GB Raspberry Rose,screen_size : 6.1 ;  memory_size : 64 ; battery_size : 3000 ; os  :  Android,Android,5798,6.1,64,3000,May-18,
673,Motorola,1,G8 Power 4/64GB Dual Sim Black (PAHF0007RS),screen_size : 6.4 ;  memory_size : 64 ; battery_size : 5000 ; os  :  Android,Android,5464,6.4,64,5000,Jul-20,
674,Motorola,1,G8 Power Lite 4/64GB Royal Blue (PAJC0017RS),screen_size : 6.5 ;  memory_size : 64 ; battery_size : 5000 ; os  :  Android,Android,4772,6.5,64,5000,Jul-20,
675,LG,1,G8 ThinQ 6/128GB Black,screen_size : 6.1 ;  memory_size : 128 ; battery_size : 3500 ; os  :  Android,Android,8299,6.1,128,3500,Nov-19,
676,LG,1,G8X ThinQ 6/128GB Aurora Black,screen_size : 6.4 ;  memory_size : 128 ; battery_size : 4000 ; os  :  Android,Android,17790,6.4,128,4000,Mar-20,
677,LG,1,G8s ThinQ 6/128GB White,screen_size : 6.21 ;  memory_size : 128 ; battery_size : 3550 ; os  :  Android,Android,14427,6.21,128,3550,Sep-20,
678,Motorola,1,G9 Play 4/64GB Sapphire Blue (PAKK0016RS),screen_size : 6.5 ;  memory_size : 64 ; battery_size : 5000 ; os  :  Android,Android,4812,6.5,64,5000,Sep-20,
679,Motorola,1,G9 Plus 4/128GB Navy Blue (PAKM0019RS),screen_size : 6.81 ;  memory_size : 128 ; battery_size : 5000 ; os  :  Android,Android,6697,6.81,128,5000,Sep-20,
680,Samsung,1,G920F Galaxy S6 32GB (White Pearl),screen_size : 5.1 ;  memory_size : 32 ; battery_size : 2550 ; os  :  Android,Android,3529,5.1,32,2550,Mar-15,
681,Samsung,1,G925F Galaxy S6 Edge 32GB (White Pearl),screen_size : 5.1 ;  memory_size : 32 ; battery_size : 2600 ; os  :  Android,Android,4511,5.1,32,2600,Mar-15,
682,Samsung,1,G935FD Galaxy S7 Edge 32GB Gold (SM-G935FZDU),screen_size : 5.5 ;  memory_size : 32 ; battery_size : 3600 ; os  :  Android,Android,5930,5.5,32,3600,Feb-16,
683,Samsung,1,Galaxy A01 2/16GB Black (SM-A015FZKD),screen_size : 5.7 ;  memory_size : 16 ; battery_size : 3000 ; os  :  Android,Android,2940,5.7,16,3000,Jan-20,
684,Samsung,1,Galaxy A01 Core 1/16GB Black (SM-A013FZKD),screen_size : 5.3 ;  memory_size : 16 ; battery_size : 3000 ; os  :  Android,Android,2344,5.3,16,3000,Aug-20,
685,Samsung,1,Galaxy A02s 3/32GB Blue (SM-A025FZBE),screen_size : 6.5 ;  memory_size : 32 ; battery_size : 5000 ; os  :  Android,Android,3776,6.5,32,5000,Jan-21,
686,Samsung,1,Galaxy A10s 2019 SM-A107F 2/32GB Black (SM-A107FZKD),screen_size : 6.2 ;  memory_size : 32 ; battery_size : 4000 ; os  :  Android,Android,3348,6.2,32,4000,Aug-19,
687,Samsung,1,Galaxy A11 2/32GB Black (SM-A115FZKN),screen_size : 6.4 ;  memory_size : 32 ; battery_size : 4000 ; os  :  Android,Android,4101,6.4,32,4000,Jun-20,
688,Samsung,1,Galaxy A12 SM-A125F 3/32GB Black (SM-A125FZKUSEK),screen_size : 6.5 ;  memory_size : 32 ; battery_size : 5000 ; os  :  Android,Android,4473,6.5,32,5000,Jan-21,
689,Samsung,1,Galaxy A12 SM-A125F 4/64GB Black (SM-A125FZKVSEK),screen_size : 6.5 ;  memory_size : 64 ; battery_size : 5000 ; os  :  Android,Android,4977,6.5,64,5000,Jan-21,
690,Samsung,1,Galaxy A2 Core 2019 SM-A260 1/16GB Blue,screen_size : 5 ;  memory_size : 16 ; battery_size : 2600 ; os  :  Android,Android,3222,5,16,2600,Nov-19,
691,Samsung,1,Galaxy A2 Core 2019 SM-A260 1/16GB Blue,screen_size : 5 ;  memory_size : 16 ; battery_size : 2600 ; os  :  Android,Android,3222,5,16,2600,Nov-19,
692,Samsung,1,Galaxy A20e SM-A202F 3/32GB Black SM-A202FZKD,screen_size : 5.8 ;  memory_size : 32 ; battery_size : 3000 ; os  :  Android,Android,4595,5.8,32,3000,Jul-19,
693,Samsung,1,Galaxy A20e SM-A202F 3/32GB White (SM-A202FZWD),screen_size : 5.8 ;  memory_size : 32 ; battery_size : 3000 ; os  :  Android,Android,4300,5.8,32,3000,Dec-19,
694,Samsung,1,Galaxy A20s 2019 A207F 3/32GB Black (SM-A207FZKD),screen_size : 6.5 ;  memory_size : 32 ; battery_size : 4000 ; os  :  Android,Android,4126,6.5,32,4000,Oct-19,
695,Samsung,1,Galaxy A21s 3/32GB Black (SM-A217FZKN),screen_size : 6.5 ;  memory_size : 32 ; battery_size : 5000 ; os  :  Android,Android,5174,6.5,32,5000,Jun-20,
696,Samsung,1,Galaxy A30s 3/32GB Black (SM-A307FZKU),screen_size : 6.4 ;  memory_size : 32 ; battery_size : 4000 ; os  :  Android,Android,4524,6.4,32,4000,Sep-19,
697,Samsung,1,Galaxy A30s 4/128GB White,screen_size : 6.4 ;  memory_size : 64 ; battery_size : 4000 ; os  :  Android,Android,6340,6.4,64,4000,Nov-19,
698,Samsung,1,Galaxy A30s 4/128GB White,screen_size : 6.4 ;  memory_size : 64 ; battery_size : 4000 ; os  :  Android,Android,6340,6.4,64,4000,Nov-19,
699,Samsung,1,Galaxy A30s 4/64GB Green (SM-A307FZGV),screen_size : 6.4 ;  memory_size : 64 ; battery_size : 4000 ; os  :  Android,Android,6098,6.4,64,4000,Sep-19,
700,Samsung,1,Galaxy A31 4/128GB Black (SM-A315FZKV),screen_size : 6.4 ;  memory_size : 128 ; battery_size : 5000 ; os  :  Android,Android,6510,6.4,128,5000,Apr-20,
701,Samsung,1,Galaxy A31 4/64GB Black (SM-A315FZKU),screen_size : 6.4 ;  memory_size : 64 ; battery_size : 5000 ; os  :  Android,Android,5997,6.4,64,5000,Apr-20,
702,Samsung,1,Galaxy A41 4/64GB Black (SM-A415FZKD),screen_size : 6.1 ;  memory_size : 64 ; battery_size : 3500 ; os  :  Android,Android,6693,6.1,64,3500,May-20,
703,Samsung,1,Galaxy A50 2019 SM-A505F 4/128GB Black,screen_size : 6.4 ;  memory_size : 128 ; battery_size : 4000 ; os  :  Android,Android,6687,6.4,128,4000,Apr-19,
704,Samsung,1,Galaxy A50 2019 SM-A505F 4/64GB Blue (SM-A505FZBU),screen_size : 6.4 ;  memory_size : 64 ; battery_size : 4000 ; os  :  Android,Android,5527,6.4,64,4000,Mar-19,
705,Samsung,1,Galaxy A50 2019 SM-A505F 6/128GB Blue (SM-A505FZBQ),screen_size : 6.4 ;  memory_size : 128 ; battery_size : 4000 ; os  :  Android,Android,6933,6.4,128,4000,Mar-19,
706,Samsung,1,Galaxy A50s 2019 SM-A507FD 6/128GB Black,screen_size : 6.4 ;  memory_size : 128 ; battery_size : 4000 ; os  :  Android,Android,8243,6.4,128,4000,Nov-19,
707,Samsung,1,Galaxy A50s 2019 SM-A507FD 6/128GB Black,screen_size : 6.4 ;  memory_size : 128 ; battery_size : 4000 ; os  :  Android,Android,8243,6.4,128,4000,Nov-19,
708,Samsung,1,Galaxy A50s 2019 SM-A507FD 6/128GB Black,screen_size : 6.4 ;  memory_size : 128 ; battery_size : 4000 ; os  :  Android,Android,8243,6.4,128,4000,Nov-19,
709,Samsung,1,Galaxy A50s SM-A5070 6/128GB Prism Crush Green,screen_size : 6.4 ;  memory_size : 128 ; battery_size : 4000 ; os  :  Android,Android,7159,6.4,128,4000,Mar-20,
710,Samsung,1,Galaxy A51 2020 4/64GB Black (SM-A515FZKU),screen_size : 6.5 ;  memory_size : 64 ; battery_size : 4000 ; os  :  Android,Android,7139,6.5,64,4000,Jan-20,
711,Samsung,1,Galaxy A51 2020 6/128GB Blue (SM-A515FZBW),screen_size : 6.5 ;  memory_size : 128 ; battery_size : 4000 ; os  :  Android,Android,8076,6.5,128,4000,Jan-20,
712,Samsung,1,Galaxy A51 SM-A515F 2020 8/128GB Blue,screen_size : 6.5 ;  memory_size : 128 ; battery_size : 4000 ; os  :  Android,Android,8538,6.5,128,4000,Jul-20,
713,Samsung,1,Galaxy A51 SM-A515F 4/128GB Black,screen_size : 6.5 ;  memory_size : 128 ; battery_size : 4000 ; os  :  Android,Android,7135,6.5,128,4000,Mar-20,
714,Samsung,1,Galaxy A51 SM-A515F 6/128GB Metallic Silver (SM-A515FMSW),screen_size : 6.5 ;  memory_size : 128 ; battery_size : 4000 ; os  :  Android,Android,8152,6.5,128,4000,Jul-20,
715,Samsung,1,Galaxy A6+ 3/32GB Gold (SM-A605FZDN),screen_size : 6 ;  memory_size : 32 ; battery_size : 3500 ; os  :  Android,Android,7064,6,32,3500,May-18,
716,Samsung,1,Galaxy A6+ 3/32GB Lavender,screen_size : 6 ;  memory_size : 32 ; battery_size : 3500 ; os  :  Android,Android,5292,6,32,3500,May-18,
717,Samsung,1,Galaxy A6+ 4/32GB Gold,screen_size : 6 ;  memory_size : 32 ; battery_size : 3500 ; os  :  Android,Android,7071,6,32,3500,Jun-18,
718,Samsung,1,Galaxy A7 2018 4/64GB Black (SM-A750FZKU),screen_size : 6 ;  memory_size : 64 ; battery_size : 3300 ; os  :  Android,Android,5699,6,64,3300,Oct-18,
719,Samsung,1,Galaxy A7 2018 4/64GB Blue (SM-A750FZBU),screen_size : 6 ;  memory_size : 64 ; battery_size : 3300 ; os  :  Android,Android,5893,6,64,3300,Oct-18,
720,Samsung,1,Galaxy A70 2019 SM-A7050 6/128GB Black,screen_size : 6.7 ;  memory_size : 128 ; battery_size : 4500 ; os  :  Android,Android,8816,6.7,128,4500,May-19,
721,Samsung,1,Galaxy A70 2019 SM-A7050 6/128GB Blue,screen_size : 6.7 ;  memory_size : 128 ; battery_size : 4500 ; os  :  Android,Android,8965,6.7,128,4500,Aug-19,
722,Samsung,1,Galaxy A70 2019 SM-A7050 6/128GB Blue,screen_size : 6.7 ;  memory_size : 128 ; battery_size : 4500 ; os  :  Android,Android,8965,6.7,128,4500,Aug-19,
723,Samsung,1,Galaxy A70 2019 SM-A7050 6/128GB Blue,screen_size : 6.7 ;  memory_size : 128 ; battery_size : 4500 ; os  :  Android,Android,8965,6.7,128,4500,Aug-19,
724,Samsung,1,Galaxy A70 2019 SM-A705F 6/128GB Black (SM-A705FZKU),screen_size : 6.7 ;  memory_size : 128 ; battery_size : 4500 ; os  :  Android,Android,8986,6.7,128,4500,Apr-19,
725,Samsung,1,Galaxy A71 2020 6/128GB Black (SM-A715FZKU),screen_size : 6.7 ;  memory_size : 128 ; battery_size : 4500 ; os  :  Android,Android,10403,6.7,128,4500,Jan-20,
726,Samsung,1,Galaxy A71 2020 SM-A715F 8/128GB Blue,screen_size : 6.7 ;  memory_size : 128 ; battery_size : 4500 ; os  :  Android,Android,10848,6.7,128,4500,May-20,
727,Samsung,1,Galaxy A8+ 2018 32GB Gold (SM-A730FZDD),screen_size : 6 ;  memory_size : 32 ; battery_size : 3500 ; os  :  Android,Android,7309,6,32,3500,Jan-18,
728,Samsung,1,Galaxy A8+ 2018 32GB Orchid Gray (SM-A730FZVD),screen_size : 6 ;  memory_size : 32 ; battery_size : 3500 ; os  :  Android,Android,7253,6,32,3500,Jan-18,
729,Samsung,1,Galaxy A8+ 2018 32GB Orchid Gray (SM-A730FZVD),screen_size : 6 ;  memory_size : 32 ; battery_size : 3500 ; os  :  Android,Android,7253,6,32,3500,Jan-18,
730,Samsung,1,Galaxy A8+ 2018 4/64GB Orchid Gray,screen_size : 6 ;  memory_size : 64 ; battery_size : 3500 ; os  :  Android,Android,6542,6,64,3500,Feb-18,
731,Samsung,1,Galaxy A80 2019 8/128GB Black (SM-A805FZKD),screen_size : 6.7 ;  memory_size : 128 ; battery_size : 3700 ; os  :  Android,Android,13131,6.7,128,3700,Apr-19,
732,Samsung,1,Galaxy A80 2019 A8050 8/128GB Black,screen_size : 6.7 ;  memory_size : 128 ; battery_size : 3700 ; os  :  Android,Android,13296,6.7,128,3700,Aug-19,
733,Samsung,1,Galaxy A9 2018 6/128Gb Blue (SM-A920FZBD),screen_size : 6.3 ;  memory_size : 128 ; battery_size : 3800 ; os  :  Android,Android,8610,6.3,128,3800,Nov-18,
734,Samsung,1,Galaxy Fold 12/256GB Black,screen_size : 7.3 ;  memory_size : 256 ; battery_size : 4380 ; os  :  Android,Android,55338,7.3,256,4380,Nov-19,
735,Samsung,1,Galaxy Fold 12/512GB Black (SM-F900FZKD),screen_size : 7.3 ;  memory_size : 512 ; battery_size : 4380 ; os  :  Android,Android,41310,7.3,512,4380,Mar-19,
736,Samsung,1,Galaxy Fold 5G SM-F907B 12/512GB Black,screen_size : 7.3 ;  memory_size : 512 ; battery_size : 4235 ; os  :  Android,Android,37640,7.3,512,4235,Mar-20,
737,Samsung,1,Galaxy Fold 5G SM-F907B 12/512GB Silver,screen_size : 7.3 ;  memory_size : 512 ; battery_size : 4235 ; os  :  Android,Android,37173,7.3,512,4235,Mar-20,
738,Samsung,1,Galaxy J6 2018 2/32GB Gold (SM-J600FZDD),screen_size : 5.6 ;  memory_size : 32 ; battery_size : 3000 ; os  :  Android,Android,3498,5.6,32,3000,Jun-18,
739,Samsung,1,Galaxy M10 SM-M105F 2/16GB Black (SM-M105GDAG),screen_size : 6.22 ;  memory_size : 16 ; battery_size : 3400 ; os  :  Android,Android,4268,6.22,16,3400,Mar-19,
740,Samsung,1,Galaxy M10 SM-M105F 2/16GB Black (SM-M105GDAG),screen_size : 6.22 ;  memory_size : 16 ; battery_size : 3400 ; os  :  Android,Android,4268,6.22,16,3400,Mar-19,
741,Samsung,1,Galaxy M10 SM-M105F 2/16GB Black (SM-M105GDAG),screen_size : 6.22 ;  memory_size : 16 ; battery_size : 3400 ; os  :  Android,Android,4268,6.22,16,3400,Mar-19,
742,Samsung,1,Galaxy M10 SM-M105F 3/32GB Black,screen_size : 6.22 ;  memory_size : 32 ; battery_size : 3400 ; os  :  Android,Android,4100,6.22,32,3400,Mar-19,
743,Samsung,1,Galaxy M10 SM-M105F 3/32GB Black,screen_size : 6.22 ;  memory_size : 32 ; battery_size : 3400 ; os  :  Android,Android,4100,6.22,32,3400,Mar-19,
744,Samsung,1,Galaxy M10 SM-M105F 3/32GB Blue,screen_size : 6.22 ;  memory_size : 32 ; battery_size : 3400 ; os  :  Android,Android,4095,6.22,32,3400,Mar-19,
745,Samsung,1,Galaxy M10S M107F 3/32GB Black,screen_size : 6.4 ;  memory_size : 32 ; battery_size : 4000 ; os  :  Android,Android,4882,6.4,32,4000,Apr-20,
746,Samsung,1,Galaxy M115 M11 3/32 Black (SM-M115FZKN),screen_size : 6.4 ;  memory_size : 32 ; battery_size : 5000 ; os  :  Android,Android,4171,6.4,32,5000,Apr-20,
747,Samsung,1,Galaxy M21 4/64GB Black (SM-M215FZKU),screen_size : 6.4 ;  memory_size : 64 ; battery_size : 6000 ; os  :  Android,Android,5849,6.4,64,6000,Apr-20,
748,Samsung,1,Galaxy M30 SM-M305F 4/64GB Gradation Blue,screen_size : 6.4 ;  memory_size : 64 ; battery_size : 5000 ; os  :  Android,Android,6749,6.4,64,5000,May-19,
749,Samsung,1,Galaxy M31 6/128GB Black (SM-M315FZKU),screen_size : 6.4 ;  memory_size : 128 ; battery_size : 6000 ; os  :  Android,Android,7196,6.4,128,6000,Feb-20,
750,Samsung,1,Galaxy M31s 6/128GB Blue (SM-M317FZBN),screen_size : 6.5 ;  memory_size : 128 ; battery_size : 6000 ; os  :  Android,Android,8359,6.5,128,6000,Sep-20,
751,Samsung,1,Galaxy M51 6/128GB Black (SM-M515FZKD),screen_size : 6.7 ;  memory_size : 128 ; battery_size : 7000 ; os  :  Android,Android,9620,6.7,128,7000,Sep-20,
752,Samsung,1,Galaxy Note 10 SM-N9700 8/256GB Black (SM-N9700ZKD),screen_size : 6.3 ;  memory_size : 256 ; battery_size : 3500 ; os  :  Android,Android,21353,6.3,256,3500,Aug-19,
753,Samsung,1,Galaxy Note 10 SM-N9700 8/256GB White,screen_size : 6.3 ;  memory_size : 256 ; battery_size : 3500 ; os  :  Android,Android,21852,6.3,256,3500,Sep-19,
754,Samsung,1,Galaxy Note 10 SM-N970F 8/256GB Black (SM-N970FZKD),screen_size : 6.3 ;  memory_size : 256 ; battery_size : 3500 ; os  :  Android,Android,19940,6.3,256,3500,Aug-19,
755,Samsung,1,Galaxy Note 10+ SM-N9750 12/256GB Aura Glow,screen_size : 6.8 ;  memory_size : 256 ; battery_size : 4300 ; os  :  Android,Android,25252,6.8,256,4300,Aug-19,
756,Samsung,1,Galaxy Note 10+ SM-N9750 12/512GB Black,screen_size : 6.8 ;  memory_size : 512 ; battery_size : 4300 ; os  :  Android,Android,27124,6.8,512,4300,Sep-19,
757,Samsung,1,Galaxy Note 10+ SM-N975F 12/256GB Black (SM-N975FZKD),screen_size : 6.8 ;  memory_size : 256 ; battery_size : 4300 ; os  :  Android,Android,23920,6.8,256,4300,Aug-19,
758,Samsung,1,Galaxy Note 10+ SM-N975F 12/512GB Aura Black,screen_size : 6.8 ;  memory_size : 512 ; battery_size : 4300 ; os  :  Android,Android,27973,6.8,512,4300,Sep-19,
759,Samsung,1,Galaxy Note 8 64GB Gold,screen_size : 6.3 ;  memory_size : 64 ; battery_size : 3300 ; os  :  Android,Android,9923,6.3,64,3300,Aug-17,
760,Samsung,1,Galaxy Note 8 N950F Single sim 128GB Black,screen_size : 6.3 ;  memory_size : 128 ; battery_size : 3300 ; os  :  Android,Android,18114,6.3,128,3300,Jun-18,
761,Samsung,1,Galaxy Note 8 N950F Single sim 128GB Black,screen_size : 6.3 ;  memory_size : 128 ; battery_size : 3300 ; os  :  Android,Android,18114,6.3,128,3300,Jun-18,
762,Samsung,1,Galaxy Note 9 N960 6/128GB Metallic Copper,screen_size : 6.4 ;  memory_size : 128 ; battery_size : 4000 ; os  :  Android,Android,14422,6.4,128,4000,Aug-18,
763,Samsung,1,Galaxy Note 9 N960 8/512GB Lavender Purple,screen_size : 6.4 ;  memory_size : 512 ; battery_size : 4000 ; os  :  Android,Android,20948,6.4,512,4000,Sep-18,
764,Samsung,1,Galaxy Note 9 N960 8/512GB Lavender Purple,screen_size : 6.4 ;  memory_size : 512 ; battery_size : 4000 ; os  :  Android,Android,20948,6.4,512,4000,Sep-18,
765,Samsung,1,Galaxy Note 9 N960 8/512GB Lavender Purple,screen_size : 6.4 ;  memory_size : 512 ; battery_size : 4000 ; os  :  Android,Android,20948,6.4,512,4000,Sep-18,
766,Samsung,1,Galaxy Note 9 N960 8/512GB Metallic Copper,screen_size : 6.4 ;  memory_size : 512 ; battery_size : 4000 ; os  :  Android,Android,16076,6.4,512,4000,Aug-18,
